,Day_Type,Date,Building,Type
25948,-1,4/29/2018,B075,-1
25949,2,5/1/2018,B075,-1
25950,3,5/2/2018,B075,-1
25951,4,5/3/2018,B075,-1
25952,5,5/4/2018,B075,-1
25953,-1,5/5/2018,B075,-1
25954,-1,5/6/2018,B075,-1
25955,1,5/7/2018,B075,-1
25956,2,5/8/2018,B075,-1
25957,3,5/9/2018,B075,-1
25958,4,5/10/2018,B075,-1
25959,5,5/11/2018,B075,-1
25960,-1,5/12/2018,B075,-1
25961,-1,5/13/2018,B075,-1
25962,1,5/14/2018,B075,-1
25963,2,5/15/2018,B075,-1
25964,3,5/16/2018,B075,-1
25965,4,5/17/2018,B075,-1
25966,5,5/18/2018,B075,-1
25967,-1,5/19/2018,B075,-1
25968,-1,5/20/2018,B075,-1
25969,1,5/21/2018,B075,-1
25970,2,5/22/2018,B075,-1
25971,3,5/23/2018,B075,-1
25972,4,5/24/2018,B075,-1
25973,5,5/25/2018,B075,-1
25974,-1,5/26/2018,B075,-1
25975,-1,5/27/2018,B075,-1
25976,-2,5/28/2018,B075,-1
25977,2,5/29/2018,B075,-1
25978,3,5/30/2018,B075,-1
25979,5,6/1/2018,B075,-1
25980,-1,6/2/2018,B075,-1
25981,-1,6/3/2018,B075,-1
25982,1,6/4/2018,B075,-1
25983,2,6/5/2018,B075,-1
25984,3,6/6/2018,B075,-1
25985,4,6/7/2018,B075,-1
25986,5,6/8/2018,B075,-1
25987,-1,6/9/2018,B075,-1
25988,-1,6/10/2018,B075,-1
25989,1,6/11/2018,B075,-1
25990,2,6/12/2018,B075,-1
25991,3,6/13/2018,B075,-1
25992,4,6/14/2018,B075,-1
25993,5,6/15/2018,B075,-1
25994,-1,6/16/2018,B075,-1
25995,-1,6/17/2018,B075,-1
25996,1,6/18/2018,B075,-1
25997,2,6/19/2018,B075,-1
25998,3,6/20/2018,B075,-1
25999,4,6/21/2018,B075,-1
26000,5,6/22/2018,B075,-1
26001,-1,6/23/2018,B075,-1
26002,-1,6/24/2018,B075,-1
26003,1,6/25/2018,B075,-1
26004,2,6/26/2018,B075,-1
26005,3,6/27/2018,B075,-1
26006,4,6/28/2018,B075,-1
26007,5,6/29/2018,B075,-1
26008,-1,6/30/2018,B075,-1
26009,-1,7/1/2018,B075,-1
26010,1,7/2/2018,B075,-1
26011,-2,7/3/2018,B075,-1
26012,-2,7/4/2018,B075,-1
26013,4,7/5/2018,B075,-1
26014,5,7/6/2018,B075,-1
26015,-1,7/7/2018,B075,-1
26016,-1,7/8/2018,B075,-1
26017,1,7/9/2018,B075,-1
26018,2,7/10/2018,B075,-1
26019,3,7/11/2018,B075,-1
26020,4,7/12/2018,B075,-1
26021,5,7/13/2018,B075,-1
26022,-1,7/14/2018,B075,-1
26023,-1,7/15/2018,B075,-1
26024,1,7/16/2018,B075,-1
26025,2,7/17/2018,B075,-1
26026,3,7/18/2018,B075,-1
26027,4,7/19/2018,B075,-1
26028,5,7/20/2018,B075,-1
26029,-1,7/21/2018,B075,-1
26030,-1,7/22/2018,B075,-1
26031,1,7/23/2018,B075,-1
26032,2,7/24/2018,B075,-1
26033,3,7/25/2018,B075,-1
26034,4,7/26/2018,B075,-1
26035,5,7/27/2018,B075,-1
26036,-1,7/28/2018,B075,-1
26037,-1,7/29/2018,B075,-1
26038,1,7/30/2018,B075,-1
26039,2,7/31/2018,B075,-1
26040,3,8/1/2018,B075,-1
26041,4,8/2/2018,B075,-1
26042,5,8/3/2018,B075,-1
26043,-1,8/4/2018,B075,-1
26044,-1,8/5/2018,B075,-1
26045,1,8/6/2018,B075,-1
26046,2,8/7/2018,B075,-1
26047,3,8/8/2018,B075,-1
26048,4,8/9/2018,B075,-1
26049,5,8/10/2018,B075,-1
26050,-1,8/11/2018,B075,-1
26051,-1,8/12/2018,B075,-1
26052,1,8/13/2018,B075,-1
26053,2,8/14/2018,B075,-1
26054,3,8/15/2018,B075,-1
26055,4,8/16/2018,B075,-1
26056,5,8/17/2018,B075,-1
26057,-1,8/18/2018,B075,-1
26058,-1,8/19/2018,B075,-1
26059,1,8/20/2018,B075,-1
26060,2,8/21/2018,B075,-1
26061,3,8/22/2018,B075,-1
26062,4,8/23/2018,B075,-1
26063,5,8/24/2018,B075,-1
26064,-1,8/25/2018,B075,-1
26065,-1,8/26/2018,B075,-1
26066,1,8/27/2018,B075,-1
26067,2,8/28/2018,B075,-1
26068,3,8/29/2018,B075,-1
26069,4,8/30/2018,B075,-1
26070,-2,1/1/2018,B076,-1
26071,-2,1/2/2018,B076,-1
26072,3,1/3/2018,B076,-1
26073,4,1/4/2018,B076,-1
26074,5,1/5/2018,B076,-1
26075,-1,1/6/2018,B076,-1
26076,-1,1/7/2018,B076,-1
26077,1,1/8/2018,B076,-1
26078,2,1/9/2018,B076,-1
26079,3,1/10/2018,B076,-1
26080,4,1/11/2018,B076,-1
26081,5,1/12/2018,B076,-1
26082,-1,1/13/2018,B076,-1
26083,-1,1/14/2018,B076,-1
26084,-2,1/15/2018,B076,-1
26085,2,1/16/2018,B076,-1
26086,3,1/17/2018,B076,-1
26087,4,1/18/2018,B076,-1
26088,5,1/19/2018,B076,-1
26089,-1,1/20/2018,B076,-1
26090,-1,1/21/2018,B076,-1
26091,1,1/22/2018,B076,-1
26092,2,1/23/2018,B076,-1
26093,3,1/24/2018,B076,-1
26094,4,1/25/2018,B076,-1
26095,5,1/26/2018,B076,-1
26096,-1,1/27/2018,B076,-1
26097,-1,1/28/2018,B076,-1
26098,1,1/29/2018,B076,-1
26099,2,1/30/2018,B076,-1
26100,4,2/1/2018,B076,-1
26101,5,2/2/2018,B076,-1
26102,-1,2/3/2018,B076,-1
26103,-1,2/4/2018,B076,-1
26104,1,2/5/2018,B076,-1
26105,2,2/6/2018,B076,-1
26106,3,2/7/2018,B076,-1
26107,4,2/8/2018,B076,-1
26108,5,2/9/2018,B076,-1
26109,-1,2/10/2018,B076,-1
26110,-1,2/11/2018,B076,-1
26111,1,2/12/2018,B076,-1
26112,2,2/13/2018,B076,-1
26113,3,2/14/2018,B076,-1
26114,4,2/15/2018,B076,-1
26115,5,2/16/2018,B076,-1
26116,-1,2/17/2018,B076,-1
26117,-1,2/18/2018,B076,-1
26118,1,2/19/2018,B076,-1
26119,2,2/20/2018,B076,-1
26120,3,2/21/2018,B076,-1
26121,4,2/22/2018,B076,-1
26122,5,2/23/2018,B076,-1
26123,-1,2/24/2018,B076,-1
26124,-1,2/25/2018,B076,-1
26125,1,2/26/2018,B076,-1
26126,2,2/27/2018,B076,-1
26127,4,3/1/2018,B076,-1
26128,5,3/2/2018,B076,-1
26129,-1,3/3/2018,B076,-1
26130,-1,3/4/2018,B076,-1
26131,1,3/5/2018,B076,-1
26132,2,3/6/2018,B076,-1
26133,3,3/7/2018,B076,-1
26134,4,3/8/2018,B076,-1
26135,5,3/9/2018,B076,-1
26136,-1,3/10/2018,B076,-1
26137,-1,3/10/2018,B076,-1
26138,1,3/12/2018,B076,-1
26139,2,3/13/2018,B076,-1
26140,3,3/14/2018,B076,-1
26141,4,3/15/2018,B076,-1
26142,5,3/16/2018,B076,-1
26143,-1,3/17/2018,B076,-1
26144,-1,3/18/2018,B076,-1
26145,-2,3/19/2018,B076,-1
26146,-2,3/20/2018,B076,-1
26147,-2,3/21/2018,B076,-1
26148,-2,3/22/2018,B076,-1
26149,-2,3/23/2018,B076,-1
26150,-1,3/24/2018,B076,-1
26151,-1,3/25/2018,B076,-1
26152,1,3/26/2018,B076,-1
26153,2,3/27/2018,B076,-1
26154,3,3/28/2018,B076,-1
26155,4,3/29/2018,B076,-1
26156,5,3/30/2018,B076,-1
26157,-1,4/1/2018,B076,-1
26158,1,4/2/2018,B076,-1
26159,2,4/3/2018,B076,-1
26160,3,4/4/2018,B076,-1
26161,4,4/5/2018,B076,-1
26162,5,4/6/2018,B076,-1
26163,-1,4/7/2018,B076,-1
26164,-1,4/8/2018,B076,-1
26165,1,4/9/2018,B076,-1
26166,2,4/10/2018,B076,-1
26167,3,4/11/2018,B076,-1
26168,4,4/12/2018,B076,-1
26169,5,4/13/2018,B076,-1
26170,-1,4/14/2018,B076,-1
26171,-1,4/15/2018,B076,-1
26172,1,4/16/2018,B076,-1
26173,2,4/17/2018,B076,-1
26174,3,4/18/2018,B076,-1
26175,4,4/19/2018,B076,-1
26176,5,4/20/2018,B076,-1
26177,-1,4/21/2018,B076,-1
26178,-1,4/22/2018,B076,-1
26179,1,4/23/2018,B076,-1
26180,2,4/24/2018,B076,-1
26181,3,4/25/2018,B076,-1
26182,4,4/26/2018,B076,-1
26183,5,4/27/2018,B076,-1
26184,-1,4/28/2018,B076,-1
26185,-1,4/29/2018,B076,-1
26186,2,5/1/2018,B076,-1
26187,3,5/2/2018,B076,-1
26188,4,5/3/2018,B076,-1
26189,5,5/4/2018,B076,-1
26190,-1,5/5/2018,B076,-1
26191,-1,5/6/2018,B076,-1
26192,1,5/7/2018,B076,-1
26193,2,5/8/2018,B076,-1
26194,3,5/9/2018,B076,-1
26195,4,5/10/2018,B076,-1
26196,5,5/11/2018,B076,-1
26197,-1,5/12/2018,B076,-1
26198,-1,5/13/2018,B076,-1
26199,1,5/14/2018,B076,-1
26200,2,5/15/2018,B076,-1
26201,3,5/16/2018,B076,-1
26202,4,5/17/2018,B076,-1
26203,5,5/18/2018,B076,-1
26204,-1,5/19/2018,B076,-1
26205,-1,5/20/2018,B076,-1
26206,1,5/21/2018,B076,-1
26207,2,5/22/2018,B076,-1
26208,3,5/23/2018,B076,-1
26209,4,5/24/2018,B076,-1
26210,5,5/25/2018,B076,-1
26211,-1,5/26/2018,B076,-1
26212,-1,5/27/2018,B076,-1
26213,-2,5/28/2018,B076,-1
26214,2,5/29/2018,B076,-1
26215,3,5/30/2018,B076,-1
26216,5,6/1/2018,B076,-1
26217,-1,6/2/2018,B076,-1
26218,-1,6/3/2018,B076,-1
26219,1,6/4/2018,B076,-1
26220,2,6/5/2018,B076,-1
26221,3,6/6/2018,B076,-1
26222,4,6/7/2018,B076,-1
26223,5,6/8/2018,B076,-1
26224,-1,6/9/2018,B076,-1
26225,-1,6/10/2018,B076,-1
26226,1,6/11/2018,B076,-1
26227,2,6/12/2018,B076,-1
26228,3,6/13/2018,B076,-1
26229,4,6/14/2018,B076,-1
26230,5,6/15/2018,B076,-1
26231,-1,6/16/2018,B076,-1
26232,-1,6/17/2018,B076,-1
26233,1,6/18/2018,B076,-1
26234,2,6/19/2018,B076,-1
26235,3,6/20/2018,B076,-1
26236,4,6/21/2018,B076,-1
26237,5,6/22/2018,B076,-1
26238,-1,6/23/2018,B076,-1
26239,-1,6/24/2018,B076,-1
26240,1,6/25/2018,B076,-1
26241,2,6/26/2018,B076,-1
26242,3,6/27/2018,B076,-1
26243,4,6/28/2018,B076,-1
26244,5,6/29/2018,B076,-1
26245,-1,6/30/2018,B076,-1
26246,-1,7/1/2018,B076,-1
26247,1,7/2/2018,B076,-1
26248,-2,7/3/2018,B076,-1
26249,-2,7/4/2018,B076,-1
26250,4,7/5/2018,B076,-1
26251,5,7/6/2018,B076,-1
26252,-1,7/7/2018,B076,-1
26253,-1,7/8/2018,B076,-1
26254,1,7/9/2018,B076,-1
26255,2,7/10/2018,B076,-1
26256,3,7/11/2018,B076,-1
26257,4,7/12/2018,B076,-1
26258,5,7/13/2018,B076,-1
26259,-1,7/14/2018,B076,-1
26260,-1,7/15/2018,B076,-1
26261,1,7/16/2018,B076,-1
26262,2,7/17/2018,B076,-1
26263,3,7/18/2018,B076,-1
26264,4,7/19/2018,B076,-1
26265,5,7/20/2018,B076,-1
26266,-1,7/21/2018,B076,-1
26267,-1,7/22/2018,B076,-1
26268,1,7/23/2018,B076,-1
26269,2,7/24/2018,B076,-1
26270,3,7/25/2018,B076,-1
26271,4,7/26/2018,B076,-1
26272,5,7/27/2018,B076,-1
26273,-1,7/28/2018,B076,-1
26274,-1,7/29/2018,B076,-1
26275,1,7/30/2018,B076,-1
26276,2,7/31/2018,B076,-1
26277,3,8/1/2018,B076,-1
26278,4,8/2/2018,B076,-1
26279,5,8/3/2018,B076,-1
26280,-1,8/4/2018,B076,-1
26281,-1,8/5/2018,B076,-1
26282,1,8/6/2018,B076,-1
26283,2,8/7/2018,B076,-1
26284,3,8/8/2018,B076,-1
26285,4,8/9/2018,B076,-1
26286,5,8/10/2018,B076,-1
26287,-1,8/11/2018,B076,-1
26288,-1,8/12/2018,B076,-1
26289,1,8/13/2018,B076,-1
26290,2,8/14/2018,B076,-1
26291,3,8/15/2018,B076,-1
26292,4,8/16/2018,B076,-1
26293,5,8/17/2018,B076,-1
26294,-1,8/18/2018,B076,-1
26295,-1,8/19/2018,B076,-1
26296,1,8/20/2018,B076,-1
26297,2,8/21/2018,B076,-1
26298,3,8/22/2018,B076,-1
26299,4,8/23/2018,B076,-1
26300,5,8/24/2018,B076,-1
26301,-1,8/25/2018,B076,-1
26302,-1,8/26/2018,B076,-1
26303,1,8/27/2018,B076,-1
26304,2,8/28/2018,B076,-1
26305,3,8/29/2018,B076,-1
26306,4,8/30/2018,B076,-1
26307,-2,1/1/2018,B081,0
26308,-2,1/2/2018,B081,0
26309,3,1/3/2018,B081,0
26310,4,1/4/2018,B081,0
26311,5,1/5/2018,B081,0
26312,-1,1/6/2018,B081,0
26313,-1,1/7/2018,B081,0
26314,1,1/8/2018,B081,0
26315,2,1/9/2018,B081,0
26316,3,1/10/2018,B081,0
26317,4,1/11/2018,B081,0
26318,5,1/12/2018,B081,0
26319,-1,1/13/2018,B081,0
26320,-1,1/14/2018,B081,0
26321,-2,1/15/2018,B081,0
26322,2,1/16/2018,B081,0
26323,3,1/17/2018,B081,0
26324,4,1/18/2018,B081,0
26325,5,1/19/2018,B081,0
26326,-1,1/20/2018,B081,0
26327,-1,1/21/2018,B081,0
26328,1,1/22/2018,B081,0
26329,2,1/23/2018,B081,0
26330,3,1/24/2018,B081,0
26331,4,1/25/2018,B081,0
26332,5,1/26/2018,B081,0
26333,-1,1/27/2018,B081,0
26334,-1,1/28/2018,B081,0
26335,1,1/29/2018,B081,0
26336,2,1/30/2018,B081,0
26337,4,2/1/2018,B081,0
26338,5,2/2/2018,B081,0
26339,-1,2/3/2018,B081,0
26340,-1,2/4/2018,B081,0
26341,1,2/5/2018,B081,0
26342,2,2/6/2018,B081,0
26343,3,2/7/2018,B081,0
26344,4,2/8/2018,B081,0
26345,5,2/9/2018,B081,0
26346,-1,2/10/2018,B081,0
26347,-1,2/11/2018,B081,0
26348,1,2/12/2018,B081,0
26349,2,2/13/2018,B081,0
26350,3,2/14/2018,B081,0
26351,4,2/15/2018,B081,0
26352,5,2/16/2018,B081,0
26353,-1,2/17/2018,B081,0
26354,-1,2/18/2018,B081,0
26355,1,2/19/2018,B081,0
26356,2,2/20/2018,B081,0
26357,3,2/21/2018,B081,0
26358,4,2/22/2018,B081,0
26359,5,2/23/2018,B081,0
26360,-1,2/24/2018,B081,0
26361,-1,2/25/2018,B081,0
26362,1,2/26/2018,B081,0
26363,2,2/27/2018,B081,0
26364,4,3/1/2018,B081,0
26365,5,3/2/2018,B081,0
26366,-1,3/3/2018,B081,0
26367,-1,3/4/2018,B081,0
26368,1,3/5/2018,B081,0
26369,2,3/6/2018,B081,0
26370,3,3/7/2018,B081,0
26371,4,3/8/2018,B081,0
26372,5,3/9/2018,B081,0
26373,-1,3/10/2018,B081,0
26374,-1,3/10/2018,B081,0
26375,1,3/12/2018,B081,0
26376,2,3/13/2018,B081,0
26377,3,3/14/2018,B081,0
26378,4,3/15/2018,B081,0
26379,5,3/16/2018,B081,0
26380,-1,3/17/2018,B081,0
26381,-1,3/18/2018,B081,0
26382,-2,3/19/2018,B081,0
26383,-2,3/20/2018,B081,0
26384,-2,3/21/2018,B081,0
26385,-2,3/22/2018,B081,0
26386,-2,3/23/2018,B081,0
26387,-1,3/24/2018,B081,0
26388,-1,3/25/2018,B081,0
26389,1,3/26/2018,B081,0
26390,2,3/27/2018,B081,0
26391,3,3/28/2018,B081,0
26392,4,3/29/2018,B081,0
26393,5,3/30/2018,B081,0
26394,-1,4/1/2018,B081,0
26395,1,4/2/2018,B081,0
26396,2,4/3/2018,B081,0
26397,3,4/4/2018,B081,0
26398,4,4/5/2018,B081,0
26399,5,4/6/2018,B081,0
26400,-1,4/7/2018,B081,0
26401,-1,4/8/2018,B081,0
26402,1,4/9/2018,B081,0
26403,2,4/10/2018,B081,0
26404,3,4/11/2018,B081,0
26405,4,4/12/2018,B081,0
26406,5,4/13/2018,B081,0
26407,-1,4/14/2018,B081,0
26408,-1,4/15/2018,B081,0
26409,1,4/16/2018,B081,0
26410,2,4/17/2018,B081,0
26411,3,4/18/2018,B081,0
26412,4,4/19/2018,B081,0
26413,5,4/20/2018,B081,0
26414,-1,4/21/2018,B081,0
26415,-1,4/22/2018,B081,0
26416,1,4/23/2018,B081,0
26417,2,4/24/2018,B081,0
26418,3,4/25/2018,B081,0
26419,4,4/26/2018,B081,0
26420,5,4/27/2018,B081,0
26421,-1,4/28/2018,B081,0
26422,-1,4/29/2018,B081,0
26423,2,5/1/2018,B081,0
26424,3,5/2/2018,B081,0
26425,4,5/3/2018,B081,0
26426,5,5/4/2018,B081,0
26427,-1,5/5/2018,B081,0
26428,-1,5/6/2018,B081,0
26429,1,5/7/2018,B081,0
26430,2,5/8/2018,B081,0
26431,3,5/9/2018,B081,0
26432,4,5/10/2018,B081,0
26433,5,5/11/2018,B081,0
26434,-1,5/12/2018,B081,0
26435,-1,5/13/2018,B081,0
26436,1,5/14/2018,B081,0
26437,2,5/15/2018,B081,0
26438,3,5/16/2018,B081,0
26439,4,5/17/2018,B081,0
26440,5,5/18/2018,B081,0
26441,-1,5/19/2018,B081,0
26442,-1,5/20/2018,B081,0
26443,1,5/21/2018,B081,0
26444,2,5/22/2018,B081,0
26445,3,5/23/2018,B081,0
26446,4,5/24/2018,B081,0
26447,5,5/25/2018,B081,0
26448,-1,5/26/2018,B081,0
26449,-1,5/27/2018,B081,0
26450,-2,5/28/2018,B081,0
26451,2,5/29/2018,B081,0
26452,3,5/30/2018,B081,0
26453,5,6/1/2018,B081,0
26454,-1,6/2/2018,B081,0
26455,-1,6/3/2018,B081,0
26456,1,6/4/2018,B081,0
26457,2,6/5/2018,B081,0
26458,3,6/6/2018,B081,0
26459,4,6/7/2018,B081,0
26460,5,6/8/2018,B081,0
26461,-1,6/9/2018,B081,0
26462,-1,6/10/2018,B081,0
26463,1,6/11/2018,B081,0
26464,2,6/12/2018,B081,0
26465,3,6/13/2018,B081,0
26466,4,6/14/2018,B081,0
26467,5,6/15/2018,B081,0
26468,-1,6/16/2018,B081,0
26469,-1,6/17/2018,B081,0
26470,1,6/18/2018,B081,0
26471,2,6/19/2018,B081,0
26472,3,6/20/2018,B081,0
26473,4,6/21/2018,B081,0
26474,5,6/22/2018,B081,0
26475,-1,6/23/2018,B081,0
26476,-1,6/24/2018,B081,0
26477,1,6/25/2018,B081,0
26478,2,6/26/2018,B081,0
26479,3,6/27/2018,B081,0
26480,4,6/28/2018,B081,0
26481,5,6/29/2018,B081,0
26482,-1,6/30/2018,B081,0
26483,-1,7/1/2018,B081,0
26484,1,7/2/2018,B081,0
26485,-2,7/3/2018,B081,0
26486,-2,7/4/2018,B081,0
26487,4,7/5/2018,B081,0
26488,5,7/6/2018,B081,0
26489,-1,7/7/2018,B081,0
26490,-1,7/8/2018,B081,0
26491,1,7/9/2018,B081,0
26492,2,7/10/2018,B081,0
26493,3,7/11/2018,B081,0
26494,4,7/12/2018,B081,0
26495,5,7/13/2018,B081,0
26496,-1,7/14/2018,B081,0
26497,-1,7/15/2018,B081,0
26498,1,7/16/2018,B081,0
26499,2,7/17/2018,B081,0
26500,3,7/18/2018,B081,0
26501,4,7/19/2018,B081,0
26502,5,7/20/2018,B081,0
26503,-1,7/21/2018,B081,0
26504,-1,7/22/2018,B081,0
26505,1,7/23/2018,B081,0
26506,2,7/24/2018,B081,0
26507,3,7/25/2018,B081,0
26508,4,7/26/2018,B081,0
26509,5,7/27/2018,B081,0
26510,-1,7/28/2018,B081,0
26511,-1,7/29/2018,B081,0
26512,1,7/30/2018,B081,0
26513,2,7/31/2018,B081,0
26514,3,8/1/2018,B081,0
26515,4,8/2/2018,B081,0
26516,5,8/3/2018,B081,0
26517,-1,8/4/2018,B081,0
26518,-1,8/5/2018,B081,0
26519,1,8/6/2018,B081,0
26520,2,8/7/2018,B081,0
26521,3,8/8/2018,B081,0
26522,4,8/9/2018,B081,0
26523,5,8/10/2018,B081,0
26524,-1,8/11/2018,B081,0
26525,-1,8/12/2018,B081,0
26526,1,8/13/2018,B081,0
26527,2,8/14/2018,B081,0
26528,3,8/15/2018,B081,0
26529,4,8/16/2018,B081,0
26530,5,8/17/2018,B081,0
26531,-1,8/18/2018,B081,0
26532,-1,8/19/2018,B081,0
26533,1,8/20/2018,B081,0
26534,2,8/21/2018,B081,0
26535,3,8/22/2018,B081,0
26536,4,8/23/2018,B081,0
26537,5,8/24/2018,B081,0
26538,-1,8/25/2018,B081,0
26539,-1,8/26/2018,B081,0
26540,1,8/27/2018,B081,0
26541,2,8/28/2018,B081,0
26542,3,8/29/2018,B081,0
26543,4,8/30/2018,B081,0
26544,-2,1/1/2018,B084,-1
26545,-2,1/2/2018,B084,-1
26546,3,1/3/2018,B084,-1
26547,4,1/4/2018,B084,-1
26548,5,1/5/2018,B084,-1
26549,-1,1/6/2018,B084,-1
26550,-1,1/7/2018,B084,-1
26551,1,1/8/2018,B084,-1
26552,2,1/9/2018,B084,-1
26553,3,1/10/2018,B084,-1
26554,4,1/11/2018,B084,-1
26555,5,1/12/2018,B084,-1
26556,-1,1/13/2018,B084,-1
26557,-1,1/14/2018,B084,-1
26558,-2,1/15/2018,B084,-1
26559,2,1/16/2018,B084,-1
26560,3,1/17/2018,B084,-1
26561,4,1/18/2018,B084,-1
26562,5,1/19/2018,B084,-1
26563,-1,1/20/2018,B084,-1
26564,-1,1/21/2018,B084,-1
26565,1,1/22/2018,B084,-1
26566,2,1/23/2018,B084,-1
26567,3,1/24/2018,B084,-1
26568,4,1/25/2018,B084,-1
26569,5,1/26/2018,B084,-1
26570,-1,1/27/2018,B084,-1
26571,-1,1/28/2018,B084,-1
26572,1,1/29/2018,B084,-1
26573,2,1/30/2018,B084,-1
26574,4,2/1/2018,B084,-1
26575,5,2/2/2018,B084,-1
26576,-1,2/3/2018,B084,-1
26577,-1,2/4/2018,B084,-1
26578,1,2/5/2018,B084,-1
26579,2,2/6/2018,B084,-1
26580,3,2/7/2018,B084,-1
26581,4,2/8/2018,B084,-1
26582,5,2/9/2018,B084,-1
26583,-1,2/10/2018,B084,-1
26584,-1,2/11/2018,B084,-1
26585,1,2/12/2018,B084,-1
26586,2,2/13/2018,B084,-1
26587,3,2/14/2018,B084,-1
26588,4,2/15/2018,B084,-1
26589,5,2/16/2018,B084,-1
26590,-1,2/17/2018,B084,-1
26591,-1,2/18/2018,B084,-1
26592,1,2/19/2018,B084,-1
26593,2,2/20/2018,B084,-1
26594,3,2/21/2018,B084,-1
26595,4,2/22/2018,B084,-1
26596,5,2/23/2018,B084,-1
26597,-1,2/24/2018,B084,-1
26598,-1,2/25/2018,B084,-1
26599,1,2/26/2018,B084,-1
26600,2,2/27/2018,B084,-1
26601,4,3/1/2018,B084,-1
26602,5,3/2/2018,B084,-1
26603,-1,3/3/2018,B084,-1
26604,-1,3/4/2018,B084,-1
26605,1,3/5/2018,B084,-1
26606,2,3/6/2018,B084,-1
26607,3,3/7/2018,B084,-1
26608,4,3/8/2018,B084,-1
26609,5,3/9/2018,B084,-1
26610,-1,3/10/2018,B084,-1
26611,-1,3/10/2018,B084,-1
26612,1,3/12/2018,B084,-1
26613,2,3/13/2018,B084,-1
26614,3,3/14/2018,B084,-1
26615,4,3/15/2018,B084,-1
26616,5,3/16/2018,B084,-1
26617,-1,3/17/2018,B084,-1
26618,-1,3/18/2018,B084,-1
26619,-2,3/19/2018,B084,-1
26620,-2,3/20/2018,B084,-1
26621,-2,3/21/2018,B084,-1
26622,-2,3/22/2018,B084,-1
26623,-2,3/23/2018,B084,-1
26624,-1,3/24/2018,B084,-1
26625,-1,3/25/2018,B084,-1
26626,1,3/26/2018,B084,-1
26627,2,3/27/2018,B084,-1
26628,3,3/28/2018,B084,-1
26629,4,3/29/2018,B084,-1
26630,5,3/30/2018,B084,-1
26631,-1,4/1/2018,B084,-1
26632,1,4/2/2018,B084,-1
26633,2,4/3/2018,B084,-1
26634,3,4/4/2018,B084,-1
26635,4,4/5/2018,B084,-1
26636,5,4/6/2018,B084,-1
26637,-1,4/7/2018,B084,-1
26638,-1,4/8/2018,B084,-1
26639,1,4/9/2018,B084,-1
26640,2,4/10/2018,B084,-1
26641,3,4/11/2018,B084,-1
26642,4,4/12/2018,B084,-1
26643,5,4/13/2018,B084,-1
26644,-1,4/14/2018,B084,-1
26645,-1,4/15/2018,B084,-1
26646,1,4/16/2018,B084,-1
26647,2,4/17/2018,B084,-1
26648,3,4/18/2018,B084,-1
26649,4,4/19/2018,B084,-1
26650,5,4/20/2018,B084,-1
26651,-1,4/21/2018,B084,-1
26652,-1,4/22/2018,B084,-1
26653,1,4/23/2018,B084,-1
26654,2,4/24/2018,B084,-1
26655,3,4/25/2018,B084,-1
26656,4,4/26/2018,B084,-1
26657,5,4/27/2018,B084,-1
26658,-1,4/28/2018,B084,-1
26659,-1,4/29/2018,B084,-1
26660,2,5/1/2018,B084,-1
26661,3,5/2/2018,B084,-1
26662,4,5/3/2018,B084,-1
26663,5,5/4/2018,B084,-1
26664,-1,5/5/2018,B084,-1
26665,-1,5/6/2018,B084,-1
26666,1,5/7/2018,B084,-1
26667,2,5/8/2018,B084,-1
26668,3,5/9/2018,B084,-1
26669,4,5/10/2018,B084,-1
26670,5,5/11/2018,B084,-1
26671,-1,5/12/2018,B084,-1
26672,-1,5/13/2018,B084,-1
26673,1,5/14/2018,B084,-1
26674,2,5/15/2018,B084,-1
26675,3,5/16/2018,B084,-1
26676,4,5/17/2018,B084,-1
26677,5,5/18/2018,B084,-1
26678,-1,5/19/2018,B084,-1
26679,-1,5/20/2018,B084,-1
26680,1,5/21/2018,B084,-1
26681,2,5/22/2018,B084,-1
26682,3,5/23/2018,B084,-1
26683,4,5/24/2018,B084,-1
26684,5,5/25/2018,B084,-1
26685,-1,5/26/2018,B084,-1
26686,-1,5/27/2018,B084,-1
26687,-2,5/28/2018,B084,-1
26688,2,5/29/2018,B084,-1
26689,3,5/30/2018,B084,-1
26690,5,6/1/2018,B084,-1
26691,-1,6/2/2018,B084,-1
26692,-1,6/3/2018,B084,-1
26693,1,6/4/2018,B084,-1
26694,2,6/5/2018,B084,-1
26695,3,6/6/2018,B084,-1
26696,4,6/7/2018,B084,-1
26697,5,6/8/2018,B084,-1
26698,-1,6/9/2018,B084,-1
26699,-1,6/10/2018,B084,-1
26700,1,6/11/2018,B084,-1
26701,2,6/12/2018,B084,-1
26702,3,6/13/2018,B084,-1
26703,4,6/14/2018,B084,-1
26704,5,6/15/2018,B084,-1
26705,-1,6/16/2018,B084,-1
26706,-1,6/17/2018,B084,-1
26707,1,6/18/2018,B084,-1
26708,2,6/19/2018,B084,-1
26709,3,6/20/2018,B084,-1
26710,4,6/21/2018,B084,-1
26711,5,6/22/2018,B084,-1
26712,-1,6/23/2018,B084,-1
26713,-1,6/24/2018,B084,-1
26714,1,6/25/2018,B084,-1
26715,2,6/26/2018,B084,-1
26716,3,6/27/2018,B084,-1
26717,4,6/28/2018,B084,-1
26718,5,6/29/2018,B084,-1
26719,-1,6/30/2018,B084,-1
26720,-1,7/1/2018,B084,-1
26721,1,7/2/2018,B084,-1
26722,-2,7/3/2018,B084,-1
